"SkillName","NormalizedName","NameSource","RootPath","HasSkill","SkillPath","SkillSha256","HasManifest","ManifestPath","ManifestSha256","ManifestValid","ManifestNamePresent","ManifestError","AuditStatus"
"actuary","actuary","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\actuary","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\actuary\SKILL.md","A20119EC498EDA41D0394D0D41428AA9BB293E630D1280A8BC95406881C29BD4","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\actuary\manifest.json","31B7A9254BB31FB0D8DAFE4824955E525B4130FF4051F1AF8BBCC3CCE2C3240F","True","True","","COMPLETE_CANDIDATE"
"adaptive-competitor","adaptive-competitor","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-competitor","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-competitor\SKILL.md","6277B6A0928D543C4FF986A91B2663C963E2A4C102F19E4D0CF9B2EE83E37ED1","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-competitor\manifest.json","403099AE4062099750B31FA7F6C79027CF9B22FA66DE819BB26B76BC77C7ECA5","True","True","","COMPLETE_CANDIDATE"
"adaptive-decision-making","adaptive-decision-making","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-decision-making","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-decision-making\SKILL.md","0BA89900121EBE685C1B4479E5446D822E367E1ADE592C0FA0ED985565C9BAFF","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-decision-making\manifest.json","DC210EBB966F77E06432D28C666B686A7310D754EB9B00CD98FC21D5F601F7D5","True","True","","COMPLETE_CANDIDATE"
"adaptive-leadership","adaptive-leadership","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-leadership","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-leadership\SKILL.md","57E17299E39517CB5F68641D8DC0E636E104D2C49C1F86E0C8DE9DA1B607D6E6","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adaptive-leadership\manifest.json","FC0F16741FBBBFCA5FAAC66F621E1FF5BE04BC04F6F3F58E3E2E8C4758876B22","True","True","","COMPLETE_CANDIDATE"
"administrative-efficiency","administrative-efficiency","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\administrative-efficiency","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\administrative-efficiency\SKILL.md","E26D48621A691233A7DA2DE7449969892553425955AE833F406C0F58A5EA1C82","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\administrative-efficiency\manifest.json","35689BEC7826EED156F3299CD897DFB9E031DA66DF2B0858D9C6EEA64A08066A","True","True","","COMPLETE_CANDIDATE"
"adobe-after-effects","adobe-after-effects","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-after-effects","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-after-effects\SKILL.md","70F60153D4F85161BF45AE1ED7FAC0879C8AD6E456B6BE1024DE1AA0290375D7","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-after-effects\manifest.json","5FE366AE4FAD31B0AC63CFA01C9B0770C14B619CE2829C69744DCFD11659AC90","True","True","","COMPLETE_CANDIDATE"
"adobe-illustrator","adobe-illustrator","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-illustrator","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-illustrator\SKILL.md","47C0D6F161EB055101BB1D55AAA29E2261462E2C1E75C0CF28340CAE96AF8053","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-illustrator\manifest.json","4A48FF63E7A31C89C1FA266A8CEE6C4F787B64614F4A12EAD61493075E636F25","True","True","","COMPLETE_CANDIDATE"
"adobe-photoshop","adobe-photoshop","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-photoshop","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-photoshop\SKILL.md","57D9563E5C402FCD28D2ECAA9AB8B4968654BCB63B6E5B809DCDA62B9356B83D","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-photoshop\manifest.json","6A2A0A1F708CC558A3D183DA8EBD836A8F5B3EDE930C20D9F83C876F90174237","True","True","","COMPLETE_CANDIDATE"
"adobe-premiere-pro","adobe-premiere-pro","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-premiere-pro","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-premiere-pro\SKILL.md","792DE05352D4FE8591D8B3410F0085DA7E1BC6271B0CF321494FD6CCA83986B8","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adobe-premiere-pro\manifest.json","FE152459DBD90D87BC124B82E124BAFF8F442B16D28FD489C57AC7E11BB75D96","True","True","","COMPLETE_CANDIDATE"
"adversarial-reasoning","adversarial-reasoning","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adversarial-reasoning","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adversarial-reasoning\SKILL.md","FF392FF75DBD6140753EF350A3BCDEB69D53D88A83D9C8011119E5D457208948","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\adversarial-reasoning\manifest.json","6CD91B306F7588FE27BBC6DBDA34984DAE42006FC0EDF9B6E0B048B2927AA3C7","True","True","","COMPLETE_CANDIDATE"
"advertising-specialist","advertising-specialist","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\advertising-specialist","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\advertising-specialist\SKILL.md","88609A930AA7F4EF98FA1D041B823C5CB60A57C6BCC0A26822A5201C044F6319","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\advertising-specialist\manifest.json","174DC3050F78EC102F368ADA7B03C95D15DD204F2CCC48F808861B5EF0D4503F","True","True","","COMPLETE_CANDIDATE"
"aerospace-engineer","aerospace-engineer","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\aerospace-engineer","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\aerospace-engineer\SKILL.md","541544C33FB681E1DC0298EF20C90791EE3267E07B0D89A9FF747B134C2E087E","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\aerospace-engineer\manifest.json","7E9830C980BFFF6B0627AD6C5126790D84C50EFBFC630D988718FE98DF436F99","True","True","","COMPLETE_CANDIDATE"
"aesthetic-judgment","aesthetic-judgment","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\aesthetic-judgment","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\aesthetic-judgment\SKILL.md","110FFF4833602C2DEF72DA3F57C49D8F33770D1B6426C03272037CCE26D3A2A3","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\aesthetic-judgment\manifest.json","9F1313C4F90A86B2CA0B6B53680B1E91A48147A578978FF6DA2F33ED33AFAC2F","True","True","","COMPLETE_CANDIDATE"
"agenda-preparation","agenda-preparation","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agenda-preparation","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agenda-preparation\SKILL.md","661CF81DA3E1205126F01307C0640DCA05CA24D86A6E5BBD65C19D1C505331D7","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agenda-preparation\manifest.json","F3029745FDF99C4FC14B8FE1756DEBFEF6F246CD3E45994B3B2E39A86C7BBE8D","True","True","","COMPLETE_CANDIDATE"
"agent-orchestration","agent-orchestration","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agent-orchestration","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agent-orchestration\SKILL.md","DB91FA689E0D330B0BF59C5357913152F3C1EE892280024C52F61BC3C55411C7","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agent-orchestration\manifest.json","57300D1CBE444FBDD9FD46665DB33A55B4644D6F7644359E5A4C6D2FB1556B94","True","True","","COMPLETE_CANDIDATE"
"agreement-documentation","agreement-documentation","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agreement-documentation","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agreement-documentation\SKILL.md","026F45CB4F8C87A38CDD29DCFE89E99D54D8EC683367B79305F12760F01D3ADB","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\agreement-documentation\manifest.json","2A33466043E503C60E419E6A307E39857AF928F36692D242B7990EBA519D9926","True","True","","COMPLETE_CANDIDATE"
"ai-product-manager","ai-product-manager","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ai-product-manager","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ai-product-manager\SKILL.md","8C3F72D20FB02B79F526958351F905659092F66D3E771D134C5A48B80D95149F","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ai-product-manager\manifest.json","D996DB9EE0475502BAC048006307FC3B538FFD82F47D24D11EA74A155F370DC4","True","True","","COMPLETE_CANDIDATE"
"ai-researcher","ai-researcher","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ai-researcher","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ai-researcher\SKILL.md","C66BC214CE94C3917FE13775DFF02F621C780BAB8161BDE55220BB9108248EED","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ai-researcher\manifest.json","EA93EA73B1DAFB02132FEE9C33C629CC9B28AADF676D5D95F64E6C3773A00C9D","True","True","","COMPLETE_CANDIDATE"
"airtable-database-design","airtable-database-design","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\airtable-database-design","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\airtable-database-design\SKILL.md","CB456327D415F31D380B2FDAC7E5AE8B1EE5B8026171AE153DF5CBED943C6ABA","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\airtable-database-design\manifest.json","064CB501925A8ACE55B912491545B59050EDEA73994FC6E23F6DEEB146F0931F","True","True","","COMPLETE_CANDIDATE"
"alternative-solution-generation","alternative-solution-generation","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\alternative-solution-generation","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\alternative-solution-generation\SKILL.md","08B0626AB930571128303FD8D62B913F018277949A142FD5C688F4EDC30A78B2","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\alternative-solution-generation\manifest.json","8D6A16DEF9FB22E7A73F99EA1893B2091D17ED1F17D1ED9BFD7959BFCD93979F","True","True","","COMPLETE_CANDIDATE"
"ambiguity-tolerance","ambiguity-tolerance","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ambiguity-tolerance","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ambiguity-tolerance\SKILL.md","F369F79A9FF483DC65D3FEE3E3F0528C770743A5405B5DA348AC0B53454CAA57","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ambiguity-tolerance\manifest.json","E1E2AD242BCF3DEDA61613EFDDA4170EB9301FC737650BA59596F5F23D189D6E","True","True","","COMPLETE_CANDIDATE"
"ambitious-self-starter","ambitious-self-starter","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ambitious-self-starter","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ambitious-self-starter\SKILL.md","EF50E9A30A76A521D1DB63B1C32EBD9501B8DF41FE3B103283014E1F5197D6B3","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\ambitious-self-starter\manifest.json","CECCE4D1E97AEEC086F95999EE29E7DFB08A9F488C0894FC9D588A13389E6000","True","True","","COMPLETE_CANDIDATE"
"analogical-reasoning","analogical-reasoning","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analogical-reasoning","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analogical-reasoning\SKILL.md","2A351EDFF567879C5DAD7D77503715203A019CC924FA41B616238B5C5E3E4933","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analogical-reasoning\manifest.json","28737B4AA654C24FA550B0406BF4AE91719D9D2F92993434E9C446EF3E77ADC5","True","True","","COMPLETE_CANDIDATE"
"analogy-creation","analogy-creation","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analogy-creation","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analogy-creation\SKILL.md","A3F1C023EFC01D1B9B415B207D23E16FA994DE9F9D5D4FB33DDB007480F5E2FC","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analogy-creation\manifest.json","5EB8BAF806ECB8A0A6D447C5C36EE3B8185D6EB64757A3EFFF76820FA9F5FCC3","True","True","","COMPLETE_CANDIDATE"
"analytical-realist","analytical-realist","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analytical-realist","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analytical-realist\SKILL.md","7EB75D4B0BD0A34430B875F3A45C168A22AEF0FE7F9EA69B14908E037E9BC0E4","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analytical-realist\manifest.json","7B8B976BBA8633FAE25A16AFA6901F654A3A74D54F72C610DC6225A91D9CD138","True","True","","COMPLETE_CANDIDATE"
"analytics-engineer","analytics-engineer","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analytics-engineer","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analytics-engineer\SKILL.md","1B0784628C36592E1B272E2D935CDB846AED39C82C4AFB7A76115C358E5F8CCA","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\analytics-engineer\manifest.json","FE4A234CFD0CFA0CC7A9A115133E010B6477A1CB357DE5193648EEB658AD5A18","True","True","","COMPLETE_CANDIDATE"
"anchoring-strategy","anchoring-strategy","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\anchoring-strategy","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\anchoring-strategy\SKILL.md","869A2ECEBBB474823CD4A852CD895634146DE3E8AD7C42C8EBC1F2E832936B05","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\anchoring-strategy\manifest.json","2969DF4C997E9B03202DEA3A83D51000A684380CE02978EC9DE7E675541BCB5E","True","True","","COMPLETE_CANDIDATE"
